time;gamma_s;omega_s;elv_beam;azi_beam;reverse;dtime;backlash_gamma
2025-08-07 15:45:38;60.821884385318;27.665832605490607;27.617609928380173;263.6296855674451;False;-0.3269234082896765;-0.0087935298570256
2025-08-07 15:48:42;241.489335402764;152.8571676104518;27.10921165182061;264.22830294501046;True;-0.3602736909101686;0.0020855460770229
2025-08-07 16:15:42;66.589064363057;22.671070749417336;22.61762819754024;269.3715186495709;False;-0.299370793221041;-0.0162409540729456
2025-08-07 16:18:46;247.200798740106;157.85675346017933;22.106712346549216;269.94344539702627;True;-0.2992973996249608;-0.0165343268902614
2025-08-07 16:45:43;72.127494924935;17.684609698671444;17.624545250138166;274.8927724158821;False;-0.3620611726012532;0.0010369690856002
2025-08-07 16:48:54;252.72533133916696;162.86240857064018;17.097017316130795;275.4702277355604;True;-0.3518105056135631;-0.0025381486159992
2025-08-07 17:15:47;77.557586498847;12.741526998212755;12.672739747958843;280.31270398491097;False;-0.3545900816208083;8.047128002536255e-05
2025-08-07 17:18:55;258.123761644011;167.7938878150744;12.16172441698266;280.87479154257403;True;-0.3102066287680475;-0.0140074810682262
2025-08-07 17:45:43;82.947864551627;7.922631633002795;7.84961230940169;285.68542733168096;False;-0.3648057550582887;0.0010186953992479
2025-08-07 17:48:46;263.48311018124;172.5778493688135;7.367251125748108;286.23466479751823;True;-0.3533005576949291;0.0002783042968252
